d_name,sat_num_tst_takr,sat_num_erw_over_benchmark,sat_pct_erw_over_benchmark,sat_num_math_over_benchmark,sat_pct_math_over_benchmark,sat_enroll,sat_tot_num_both_over_benchmark,sat_pct_both_over_benchmark,annual_expense_of_ed,current_expense_ada,current_expense_per_ada,lea_type,avg_tchr_sex,avg_tchr_age,avg_tchr_edu_lvl,avg_tchr_yrs_tching,avg_tchr_yrs_in_dstrct,tchrs_per_district,cumulative_enrollment,cum_enrollment_sed,socio_ec_disadv_pct,student_teacher_ratio,act_enroll,act_num_tst_takr,act_avg_scr_read,act_avg_scr_eng,act_avg_scr_math,act_avg_scr_sci,act_num_ge_21,act_pct_ge_21
Natomas Unified,1054.0,736.0,0.66295,444.0,0.3893,2487.0,638.0,0.32310000000000005,122032772.6,9753.65,12511.498013564153,Unified,0.7007534983853606,40.695371367061355,4.31216361679225,9.083961248654466,7.3928955866523145,929,16678.0,9770.0,0.5858016548746852,17.95263724434876,322.42857142857144,220.57142857142858,19.166666666666668,18.0,18.833333333333332,18.333333333333332,54.0,0.34995
Needles Unified,34.0,20.0,0.5882000000000001,10.0,0.29410000000000003,117.0,0.0,,12449126.19,917.44,13569.417280694104,Unified,0.7719298245614035,45.578947368421055,6.087719298245614,17.666666666666668,11.280701754385966,57,1192.0,937.0,0.7860738255033557,20.912280701754387,66.0,6.0,,,,,,
Nevada Joint Union High,350.0,293.0,0.884825,252.0,0.7828,1331.0,284.0,0.88905,37324644.1,2383.46,15659.85756001779,High,0.5602094240837696,46.712041884816756,4.31413612565445,14.502617801047121,11.225130890052355,191,3138.0,1532.0,0.48820905035054174,16.42931937172775,218.16666666666666,21.0,25.0,23.666666666666668,24.333333333333332,23.333333333333332,30.0,0.7459333333333333
New Haven Unified,674.0,539.0,0.8009,422.0,0.62705,1884.0,521.0,0.72665,124186922.85,10017.51,12396.985163977874,Unified,0.6967741935483871,44.58548387096774,3.8967741935483873,15.490322580645161,14.009677419354839,620,11848.0,5874.0,0.49577987846049965,19.10967741935484,660.0,88.0,24.0,23.0,24.0,24.0,90.0,0.6818000000000001
Newark Unified,282.0,214.0,0.7589,132.0,0.4681,921.0,172.0,0.7106999999999999,66780274.76,5552.86,12026.284610092818,Unified,0.7137404580152672,46.2557251908397,4.175572519083969,13.580152671755725,11.736641221374045,262,6120.0,3258.0,0.5323529411764706,23.358778625954198,291.3333333333333,20.666666666666668,22.0,22.0,22.0,22.0,22.0,0.7097
Newman-Crows Landing Unified,132.0,88.0,0.6667000000000001,46.0,0.34850000000000003,463.0,96.0,0.2353,39499642.97,3077.37,12835.519606027225,Unified,0.6844919786096256,41.0427807486631,3.802139037433155,11.631016042780749,9.171122994652407,187,3473.0,2361.0,0.6798157212784336,18.572192513368982,221.5,18.0,23.0,22.0,23.0,22.0,10.0,0.5556
Newport-Mesa Unified,822.0,636.0,0.7643666666666666,481.0,0.5648833333333333,3334.0,562.0,0.7093833333333333,292042176.01,19606.46,14895.201684036792,Unified,0.7744945567651633,44.64541213063764,6.247278382581649,13.40746500777605,12.699844479004666,1286,21662.0,10417.0,0.48088819130274213,16.84447900466563,502.7142857142857,179.42857142857142,24.333333333333332,24.333333333333332,23.0,23.333333333333332,161.5,0.6586333333333333
North Monterey County Unified,222.0,127.0,0.57465,60.0,0.27149999999999996,641.0,48.0,0.3529,57712048.34,4320.11,13358.930291126848,Unified,0.7519083969465649,43.912213740458014,3.4427480916030535,11.450381679389313,9.080152671755725,262,4978.0,4240.0,0.8517476898352752,19.0,238.66666666666666,28.0,19.0,17.0,18.0,20.0,10.0,0.23809999999999998
Northern Humboldt Union High,200.0,176.0,0.9151000000000001,133.0,0.6946666666666667,765.0,175.0,0.7151000000000001,20452052.57,1406.31,14543.061323605749,High,0.5813953488372093,45.5968992248062,4.449612403100775,14.868217054263566,11.589147286821705,129,1917.0,967.0,0.504434011476265,14.86046511627907,198.75,24.5,27.5,26.0,25.0,25.5,39.5,0.8887999999999999
Norwalk-La Mirada Unified,2446.0,1048.0,0.36163999999999996,532.0,0.17994,2687.0,530.0,0.18214000000000002,223590771.67,16663.21,13418.229240944573,Unified,0.7051792828685259,47.27490039840637,5.743027888446215,13.842629482071713,13.560756972111554,1004,18552.0,14156.0,0.7630444156964209,18.47808764940239,659.5,85.5,19.5,18.5,18.25,18.75,28.0,0.35622499999999996
Novato Unified,516.0,458.0,0.8969,307.0,0.6079333333333333,1328.0,406.0,0.7628666666666666,91430746.7,7120.98,12839.62975601673,Unified,0.7532188841201717,46.05150214592275,4.830472103004292,14.130901287553648,10.278969957081545,466,8120.0,3315.0,0.4082512315270936,17.42489270386266,318.0,98.5,24.666666666666668,24.0,24.0,23.0,90.66666666666667,0.6886666666666668
Oak Park Unified,336.0,310.0,0.96005,286.0,0.8859,838.0,393.0,0.93805,45781712.28,4424.57,10347.15515406017,Unified,0.7542372881355932,46.82203389830509,5.4025423728813555,16.36864406779661,11.919491525423728,236,4742.0,454.0,0.09574019401096584,20.093220338983052,285.3333333333333,104.66666666666667,29.0,29.0,27.0,27.0,145.0,0.9385499999999999
Oakdale Joint Unified,184.0,142.0,0.7802,135.0,0.7417499999999999,815.0,161.0,0.7,55107626.93,5040.21,10933.59739574343,Unified,0.6605839416058394,43.916058394160586,3.8065693430656933,14.992700729927007,12.021897810218977,274,5789.0,2793.0,0.48246674727932287,21.12773722627737,267.3333333333333,25.333333333333332,24.5,24.0,23.5,23.0,26.0,0.69345
Oakland Unified,2430.0,1364.0,0.49121739130434783,880.0,0.3098739130434782,6917.0,1087.0,0.33531304347826085,538133451.77,32801.87,16405.572358222256,Unified,0.6949624269412747,40.85443918730866,3.082939048149179,9.24993042026162,7.699693849151127,3593,55054.0,40964.0,0.744069459076543,15.322571667130532,240.03571428571428,57.785714285714285,19.076923076923077,18.23076923076923,19.076923076923077,18.53846153846154,41.76923076923077,0.3517923076923077
Oceanside Unified,792.0,570.0,0.7277999999999999,437.0,0.5485666666666666,2863.0,438.0,0.64045,213083865.34,16593.23,12841.614642839279,Unified,0.7593778591033852,45.56633119853614,5.268984446477584,14.93687099725526,12.371454711802379,1093,21588.0,13313.0,0.6166851954789698,19.751143641354073,630.8,82.8,20.666666666666668,19.666666666666668,20.666666666666668,20.333333333333332,65.66666666666667,0.47816666666666663
Ojai Unified,98.0,80.0,0.8162999999999999,56.0,0.5714,387.0,84.0,0.84,26036825.12,2269.98,11470.068071084326,Unified,0.7682119205298014,48.980132450331126,5.417218543046357,19.211920529801326,17.350993377483444,151,2599.0,1408.0,0.5417468257021931,17.211920529801326,174.5,15.0,26.0,26.0,24.0,24.0,13.0,0.8667
Orange Unified,3740.0,2101.0,0.4926333333333333,1417.0,0.3260166666666667,4177.0,669.0,0.7762800000000001,279010634.57,24206.8,11526.126318637738,Unified,0.7420494699646644,45.481978798586574,5.501766784452297,14.395053003533569,12.612014134275618,1415,29028.0,14531.0,0.5005856414496348,20.514487632508835,642.7142857142857,72.85714285714286,24.75,25.0,24.25,24.0,96.75,0.763925
Orland Joint Unified,64.0,56.0,0.875,28.0,0.4375,402.0,34.0,0.5,25846507.24,2133.82,12112.78703920668,Unified,0.7596899224806202,41.48837209302326,3.806201550387597,11.426356589147288,10.131782945736434,129,2434.0,1906.0,0.7830731306491372,18.868217054263567,171.5,37.0,23.0,21.0,19.0,21.0,17.0,0.4595
Oroville Union High,140.0,102.0,0.7309666666666667,62.0,0.44526666666666664,988.0,68.0,0.7101666666666665,27856421.22,1981.0,14061.797688036344,High,0.48,46.528,3.656,14.848,13.632,125,2460.0,1901.0,0.7727642276422764,19.68,321.3333333333333,22.0,21.0,19.0,20.0,20.5,10.0,0.38115000000000004
Oxnard Union High,5380.0,2387.0,0.41922,1563.0,0.27875,8538.0,1694.0,0.24967,193371793.25,15419.26,12540.925650777015,High,0.549263873159683,45.18006795016988,4.855039637599094,12.388448471121178,12.14722536806342,883,19118.0,12717.0,0.6651846427450571,21.65118912797282,796.8,63.4,21.875,21.25,21.25,21.0,39.625,0.528075
Pacific Grove Unified,126.0,106.0,0.84805,104.0,0.83205,310.0,146.0,0.9359000000000001,33796400.62,1904.3,17747.4140734128,Unified,0.7222222222222222,47.201388888888886,5.583333333333333,18.875,10.402777777777779,144,2149.0,555.0,0.25825965565379244,14.92361111111111,144.5,31.0,26.0,27.0,26.0,26.0,26.0,0.8387
Pajaro Valley Unified,744.0,453.0,0.5778399999999999,282.0,0.34131999999999996,2645.0,435.0,0.45255999999999996,260323635.18,16968.45,15341.627265896414,Unified,0.7271702367531003,45.34160090191657,3.2130777903043968,10.686583990980834,10.43630214205186,887,21396.0,16722.0,0.7815479528883904,24.1217587373168,361.2857142857143,73.42857142857143,20.25,18.75,19.5,20.0,43.25,0.37715000000000004
Palm Springs Unified,940.0,593.0,0.63886,295.0,0.31246,3564.0,401.0,0.38642000000000004,299003247.04,20338.86,14701.08192101229,Unified,0.6970160673297628,44.923488905891354,6.058148431522571,15.085692425401684,11.265493496557001,1307,24949.0,22049.0,0.8837628762675859,19.08875286916603,566.8333333333334,77.33333333333333,19.6,18.4,18.2,19.2,25.2,0.27880000000000005
Palo Alto Unified,734.0,706.0,0.9618666666666665,670.0,0.9128666666666666,2038.0,1232.0,0.9662666666666667,263967064.09,11539.11,22875.859931138537,Unified,0.7530737704918032,45.34938524590164,5.930327868852459,13.532786885245901,10.22233606557377,976,12460.0,1480.0,0.1187800963081862,12.76639344262295,676.0,302.6666666666667,28.666666666666668,28.666666666666668,28.333333333333332,28.0,262.0,0.8660333333333334
Palo Verde Unified,76.0,54.0,0.7105,26.0,0.3421,435.0,38.0,0.3393,35111393.77,2761.97,12712.445743436752,Unified,0.7052023121387283,43.79190751445087,5.086705202312139,11.815028901734104,8.624277456647398,173,4195.0,2671.0,0.636710369487485,24.248554913294797,210.0,7.0,,,,,,
Palos Verdes Peninsula Unified,880.0,832.0,0.9453999999999999,743.0,0.8404333333333334,1894.0,842.0,0.9061333333333333,127056965.43,10824.85,11737.526656720416,Unified,0.7772277227722773,45.28052805280528,6.805280528052806,16.016501650165015,12.938943894389439,606,11556.0,1073.0,0.09285219799238491,19.06930693069307,550.5,213.0,27.0,27.666666666666668,26.666666666666668,26.0,250.33333333333334,0.8822666666666668
Paradise Unified,108.0,97.0,0.91525,78.0,0.7361,542.0,44.0,0.7459499999999999,39503177.92,3152.85,12529.355319790033,Unified,0.6987951807228916,46.52610441767068,3.8634538152610443,14.891566265060241,11.156626506024097,249,4945.0,4539.0,0.917896865520728,19.859437751004016,154.5,11.5,23.0,21.0,24.0,23.0,16.5,0.7332
Paramount Unified,2000.0,708.0,0.2537,370.0,0.12783333333333333,2501.0,332.0,0.10666666666666667,187494282.21,14139.59,13260.23471755546,Unified,0.751412429378531,43.154802259887006,6.205649717514124,15.169491525423728,13.12090395480226,885,15899.0,15267.0,0.9602490722686962,17.964971751412428,1208.0,61.0,21.0,21.0,21.0,22.0,35.0,0.5738
Parlier Unified,102.0,46.0,0.451,28.0,0.27449999999999997,470.0,24.0,0.1818,43396409.98,3315.64,13088.396201035093,Unified,0.6363636363636364,41.21212121212121,5.171717171717172,10.914141414141413,9.484848484848484,198,3777.0,3744.0,0.9912629070691025,19.075757575757574,216.5,33.0,18.0,16.0,18.0,18.0,8.0,0.24239999999999998
Pasadena Unified,1148.0,759.0,0.6530666666666667,464.0,0.3745,2367.0,356.0,0.51068,216140980.56,15395.84,14038.920939682408,Unified,0.7348643006263048,45.79749478079332,5.116910229645094,14.383089770354905,12.962421711899792,958,19347.0,12284.0,0.6349304801778053,20.195198329853863,365.5,41.5,21.8,20.8,20.8,21.0,34.8,0.50266
Paso Robles Joint Unified,264.0,210.0,0.7955,142.0,0.5379,1089.0,212.0,0.7361,78893149.23,6433.66,12262.56115958879,Unified,0.7506561679790026,46.267716535433074,4.425196850393701,13.965879265091864,11.73228346456693,381,7482.0,4124.0,0.5511895215183106,19.637795275590552,360.3333333333333,59.333333333333336,23.0,22.0,22.0,22.0,53.0,0.5954999999999999
Patterson Joint Unified,432.0,232.0,0.537,114.0,0.2639,925.0,122.0,0.3194,75714529.71,5728.4,13217.395731792472,Unified,0.7327327327327328,42.16216216216216,3.945945945945946,10.852852852852854,8.486486486486486,333,6753.0,5368.0,0.7949059677180512,20.27927927927928,280.6666666666667,10.0,24.0,22.0,21.0,21.0,7.0,0.4667
Perris Union High,1392.0,880.0,0.6146,434.0,0.29501999999999995,4404.0,538.0,0.41872,122746122.8,9008.25,13625.967618571864,High,0.5263157894736842,44.136452241715396,5.53411306042885,11.97270955165692,8.84990253411306,513,12371.0,8990.0,0.7266995392450085,24.115009746588694,698.3333333333334,127.66666666666667,19.0,17.75,18.25,18.5,52.75,0.30395
Piedmont City Unified,156.0,130.0,0.9203,120.0,0.8506,414.0,190.0,0.9896,42452180.51,2521.94,16833.144527625558,Unified,0.7798165137614679,47.60091743119266,5.674311926605505,17.527522935779817,11.087155963302752,218,2648.0,59.0,0.0222809667673716,12.146788990825687,152.33333333333334,77.33333333333333,30.0,31.5,29.0,29.0,109.0,0.96065
Pierce Joint Unified,42.0,22.0,0.5238,6.0,0.1429,212.0,34.0,0.4474,15109109.81,1415.63,10673.064155181792,Unified,0.7283950617283951,42.148148148148145,3.4444444444444446,10.555555555555555,9.938271604938272,81,1537.0,1148.0,0.7469095640858816,18.97530864197531,105.0,16.0,19.0,17.0,19.0,19.0,5.0,0.3125
Pittsburg Unified,558.0,328.0,0.58995,192.0,0.34534999999999993,1935.0,204.0,0.38855,140830835.49,10723.85,13132.488377774773,Unified,0.6946107784431138,43.046407185628745,4.869760479041916,12.402694610778443,8.823353293413174,668,12599.0,10405.0,0.8258591951742201,18.860778443113773,778.0,155.0,19.0,19.0,19.0,19.0,45.0,0.2903
Placentia-Yorba Linda Unified,1484.0,1254.0,0.8526,1137.0,0.77536,4215.0,1360.0,0.85868,265699576.55,24262.65,10950.971000694482,Unified,0.7410071942446043,45.38928856914468,5.349320543565148,16.23101518784972,14.312549960031975,1251,26609.0,10517.0,0.3952422112818971,21.270183852917665,528.75,109.0,24.2,23.2,24.2,23.4,117.8,0.7035800000000001
Placer Union High,666.0,553.0,0.843925,449.0,0.675025,1933.0,470.0,0.8415250000000001,47448637.17,3679.26,12896.244671482853,High,0.5066079295154186,46.651982378854626,4.6255506607929515,16.352422907488986,11.466960352422907,227,4230.0,1158.0,0.27375886524822696,18.634361233480178,327.5,71.0,24.25,22.75,23.25,23.25,74.0,0.686325
Pleasanton Unified,876.0,834.0,0.9535666666666667,742.0,0.8478,2436.0,1446.0,0.9340666666666667,165366882.26,14502.94,11402.300654901695,Unified,0.7660818713450293,44.75087719298246,4.414035087719299,11.894736842105264,11.352046783625731,855,15748.0,1561.0,0.09912369824739649,18.418713450292397,801.0,317.3333333333333,28.666666666666668,28.666666666666668,28.0,27.666666666666668,289.3333333333333,0.9104000000000001
Plumas Unified,68.0,28.0,0.8234999999999999,23.0,0.6765000000000001,295.0,67.0,0.562075,27008743.89,1701.58,15872.744090786211,Unified,0.7869822485207101,45.43195266272189,3.6923076923076925,11.242603550295858,10.04733727810651,169,2425.0,1421.0,0.585979381443299,14.349112426035504,61.6,3.6,,,,,,
Pomona Unified,1302.0,713.0,0.49645,354.0,0.2200375,3429.0,401.0,0.339075,292839808.22,21581.65,13568.925833752286,Unified,0.7315096251266464,46.52178318135765,4.372847011144883,14.861702127659575,14.861702127659575,1974,25775.0,23636.0,0.9170126091173618,13.05724417426545,401.1111111111111,59.111111111111114,18.833333333333332,18.0,18.333333333333332,18.666666666666668,27.0,0.2903833333333333
Porterville Unified,760.0,465.0,0.62274,262.0,0.34754,3289.0,322.0,0.46146000000000004,157617978.35,12599.96,12509.40307350182,Unified,0.6409214092140921,42.94850948509485,4.13550135501355,14.796747967479675,11.697831978319783,738,15683.0,13080.0,0.8340241025314035,21.25067750677507,402.75,70.75,19.2,18.0,19.0,19.4,34.8,0.32244
Potter Valley Community Unified,12.0,0.0,,0.0,,42.0,0.0,,3995787.29,246.72,16195.63590304799,Unified,0.75,41.8,3.55,10.0,3.45,20,286.0,195.0,0.6818181818181818,14.3,15.0,0.0,,,,,,
Poway Unified,2204.0,2032.0,0.91985,1804.0,0.8142333333333333,5656.0,3046.0,0.9150499999999999,396797404.8,35164.22,11284.123600637238,Unified,0.7851890756302521,43.54884453781513,5.69905462184874,11.721638655462185,10.862920168067227,1904,37626.0,7589.0,0.20169563599638549,19.761554621848738,939.1666666666666,313.6666666666667,26.5,26.166666666666668,26.166666666666668,25.333333333333332,258.3333333333333,0.8208666666666666
Princeton Joint Unified,6.0,0.0,,0.0,,30.0,0.0,,2211203.36,135.86,16275.60253201825,Unified,0.6153846153846154,41.07692307692308,2.3076923076923075,9.0,6.769230769230769,13,156.0,118.0,0.7564102564102564,12.0,15.0,0.0,,,,,,
Ramona City Unified,240.0,187.0,0.8026500000000001,142.0,0.60975,848.0,172.0,0.8204333333333333,58217694.74,5159.79,11282.958170778269,Unified,0.7762237762237763,46.32517482517483,5.22027972027972,13.65034965034965,11.160839160839162,286,5893.0,2650.0,0.44968606821652807,20.604895104895103,216.5,40.5,23.0,22.0,23.0,23.0,54.0,0.6708500000000001
Red Bluff Joint Union High,92.0,70.0,0.7609,60.0,0.6522,802.0,96.0,0.6857,21509751.29,1538.1,13984.624725310448,High,0.5148514851485149,45.663366336633665,4.346534653465347,15.603960396039604,12.603960396039604,101,1853.0,1213.0,0.6546141392336752,18.346534653465348,346.0,151.0,20.0,19.0,20.0,20.0,63.0,0.4172
Redlands Unified,2212.0,1563.0,0.6708,1187.0,0.4959833333333334,3368.0,1326.0,0.44943333333333335,234187470.66,19876.22,11782.294151503655,Unified,0.7294938917975567,46.05933682373473,4.7434554973821985,14.157068062827225,13.489528795811518,1146,23142.0,14727.0,0.6363754213119004,20.19371727748691,695.4,69.6,24.75,24.0,24.5,23.75,59.5,0.704375
Redondo Beach Unified,380.0,350.0,0.9211,302.0,0.7947,1515.0,622.0,0.9067000000000001,103289495.22,9632.86,10722.619784778351,Unified,0.8068833652007649,41.56022944550669,5.678776290630975,14.598470363288719,10.449330783938814,523,10336.0,1864.0,0.1803405572755418,19.762906309751433,733.0,267.0,24.0,24.0,23.0,24.0,191.0,0.7154
Reef-Sunset Unified,126.0,42.0,0.3333,18.0,0.1429,244.0,32.0,0.2712,33543580.55,2550.86,13149.91044196859,Unified,0.6285714285714286,42.72857142857143,3.357142857142857,11.014285714285714,9.592857142857143,140,2860.0,2700.0,0.9440559440559441,20.428571428571427,157.0,112.0,16.0,14.0,15.0,16.0,4.0,0.035699999999999996
Rialto Unified,934.0,542.0,0.57225,330.0,0.350925,3841.0,671.0,0.20242500000000002,324271619.14,23921.22,13555.814425016782,Unified,0.7074626865671642,46.026865671641794,5.5380597014925375,14.695522388059702,12.526119402985074,1340,27698.0,24599.0,0.8881146653187956,20.670149253731342,747.6,76.0,18.5,17.5,18.75,18.75,29.5,0.302075
Ripon Unified,188.0,166.0,0.8995333333333333,92.0,0.49183333333333334,832.0,164.0,0.7364,32643980.56,3165.31,10313.043765065664,Unified,0.7558139534883721,40.520930232558136,4.230232558139535,10.13953488372093,6.044186046511628,430,5302.0,2141.0,0.4038098830629951,12.330232558139535,267.0,30.666666666666668,25.5,23.5,23.0,23.5,34.0,0.8210500000000001
River Delta Joint Unified,124.0,78.0,0.6065,40.0,0.29246666666666665,318.0,62.0,0.28213333333333335,23790801.14,1849.39,12864.13419559963,Unified,0.7591240875912408,41.160583941605836,3.9708029197080292,9.824817518248175,7.532846715328467,137,2548.0,1542.0,0.6051805337519623,18.598540145985403,109.66666666666667,18.0,19.5,19.0,18.5,19.0,8.5,0.3443
Riverbank Unified,80.0,46.0,0.575,26.0,0.325,396.0,42.0,0.2692,35204813.16,2284.66,15409.213257114843,Unified,0.7513812154696132,42.950276243093924,3.8011049723756907,12.685082872928177,10.558011049723756,181,3275.0,2636.0,0.8048854961832062,18.093922651933703,161.5,2.0,,,,,,
Riverdale Joint Unified,82.0,38.0,0.46340000000000003,20.0,0.2439,267.0,38.0,0.413,20726992.18,1506.65,13757.00539607739,Unified,0.6041666666666666,42.302083333333336,4.479166666666667,14.270833333333334,11.666666666666666,96,1672.0,1475.0,0.882177033492823,17.416666666666668,125.5,50.0,16.0,15.0,18.0,18.0,7.0,0.14
Riverside Unified,2580.0,1739.0,0.6535888888888889,1185.0,0.4386111111111111,6529.0,1372.0,0.62285,498809655.54,38720.17,12882.424213013528,Unified,0.7571753986332574,44.687927107061505,5.583599088838269,16.064692482915717,13.26378132118451,2195,45825.0,30901.0,0.6743262411347518,20.876993166287015,656.5,116.6,22.142857142857142,21.0,21.428571428571427,21.142857142857142,77.71428571428571,0.5212285714285714
Rocklin Unified,834.0,749.0,0.90315,647.0,0.7615999999999999,2428.0,961.0,0.883375,127901296.11,11589.79,11035.687109947634,Unified,0.7830423940149626,44.223192019950126,4.783042394014963,14.329177057356608,10.051122194513717,802,14897.0,2913.0,0.19554272672350137,18.574812967581046,457.8,124.4,25.5,24.75,23.75,24.25,123.25,0.786825
Roseville Joint Union High,1882.0,1658.0,0.8819,1369.0,0.7233,5017.0,1596.0,0.7806666666666667,118922913.32,9797.62,12137.938940273249,High,0.5409836065573771,45.3551912568306,6.092896174863388,17.56648451730419,12.77959927140255,549,11040.0,3386.0,0.30670289855072463,20.10928961748634,719.2857142857143,174.57142857142858,24.666666666666668,23.833333333333332,23.833333333333332,23.833333333333332,157.66666666666666,0.7603833333333334
Round Valley Unified,8.0,0.0,,0.0,,66.0,0.0,,7960364.91,381.05,20890.60467130298,Unified,0.7027027027027027,44.945945945945944,2.972972972972973,6.8108108108108105,4.486486486486487,37,551.0,511.0,0.9274047186932849,14.891891891891891,23.5,0.0,,,,,,
Rowland Unified,772.0,535.0,0.6987,375.0,0.4881666666666667,2162.0,458.0,0.6641666666666667,165022747.51,12728.74,12964.578387962987,Unified,0.7586206896551724,45.23152709359606,5.623152709359606,15.677339901477833,13.479064039408867,812,15253.0,11796.0,0.7733560611027339,18.78448275862069,550.75,59.5,22.0,21.0,21.666666666666668,21.666666666666668,38.666666666666664,0.5154
Sacramento City Unified,1574.0,976.0,0.62772,697.0,0.44189,6167.0,1485.0,0.27912,521831152.21,38125.12,13687.331402760174,Unified,0.6903300076745971,44.38219493476593,3.5602455871066767,13.359554873369149,12.578664620107444,2606,52575.0,38115.0,0.7249643366619115,20.174597083653108,415.73333333333335,62.4,21.0,19.625,20.25,20.25,48.375,0.4339
Saddleback Valley Unified,1382.0,1222.0,0.88566,966.0,0.69198,4481.0,1404.0,0.8248200000000001,296122935.12,25523.67,11601.894834089298,Unified,0.7653721682847896,47.07281553398058,4.453883495145631,17.431229773462782,13.846278317152104,1236,28033.0,9472.0,0.33788748974423,22.68042071197411,766.1666666666666,159.66666666666666,25.2,25.0,24.8,24.4,148.8,0.7755799999999999
Saint Helena Unified,94.0,82.0,0.8723000000000001,56.0,0.5957,234.0,66.0,0.6735,33564781.54,1262.1,26594.3915220664,Unified,0.7358490566037735,46.41509433962264,5.89622641509434,16.0188679245283,9.528301886792454,106,1298.0,573.0,0.44144838212634824,12.245283018867925,121.0,28.0,25.0,26.0,22.0,23.0,24.0,0.8571
Salinas Union High,1449.0,896.0,0.62248,521.0,0.35934,5246.0,558.0,0.47905999999999993,190887922.52,14887.63,12821.914738611855,High,0.5484988452655889,43.02193995381062,5.264434180138569,11.263279445727482,8.81986143187067,866,17126.0,13273.0,0.7750204367628167,19.775981524249424,871.8333333333334,172.0,19.6,18.6,19.0,19.0,67.0,0.33268000000000003
San Benito High,410.0,308.0,0.7512000000000001,206.0,0.5024000000000001,1476.0,206.0,0.6023,36403245.68,2908.26,12517.190925157996,High,0.55,43.207142857142856,5.414285714285715,10.964285714285714,7.3428571428571425,140,3292.0,2049.0,0.6224179829890644,23.514285714285716,775.5,118.0,21.0,20.0,21.0,21.0,52.0,0.4407
San Bernardino City Unified,1864.0,1042.0,0.5668222222222222,521.0,0.2847222222222222,7079.0,848.0,0.19562222222222223,711904641.44,45957.02,15490.66152331026,Unified,0.7219574197648554,44.32920241499841,4.214172227518271,13.99872894820464,12.753415951700031,3147,63046.0,56363.0,0.893998033182121,20.033682872577057,584.7272727272727,87.27272727272727,18.875,17.625,18.25,18.75,31.0,0.2713
San Diego Unified,6738.0,4768.0,0.6883114285714286,3324.0,0.42806,17143.0,4431.0,0.5041575757575758,1356169715.64,97649.78,13888.098013533672,Unified,0.7289948453608247,44.62268041237113,5.741881443298969,15.582474226804123,13.52061855670103,7760,139240.0,85082.0,0.6110456765297329,17.943298969072163,409.20454545454544,88.36363636363636,22.12,21.28,21.28,21.4,85.44,0.510112
San Dieguito Union High,1414.0,1341.0,0.9517,1175.0,0.8370799999999999,4359.0,2196.0,0.9177199999999999,146644610.66,12557.03,11678.287832393487,High,0.6550151975683891,42.82370820668693,6.103343465045593,13.495440729483283,11.85258358662614,658,13541.0,1798.0,0.13278192157152352,20.5790273556231,776.6666666666666,411.3333333333333,27.6,28.0,27.2,26.8,442.8,0.8886800000000001
San Francisco Unified,4512.0,3152.0,0.5690833333333334,2756.0,0.45521111111111107,8845.0,2958.0,0.5602125,817101561.65,49912.87,16370.558568361224,Unified,0.6940581542351454,44.15676359039191,2.4391066160977664,13.706068268015171,13.442267172355669,4746,76817.0,40648.0,0.5291537029563769,16.185630004214076,412.2857142857143,102.57142857142857,20.176470588235293,19.176470588235293,20.176470588235293,19.647058823529413,66.17647058823529,0.4192
San Gabriel Unified,484.0,394.0,0.7716666666666668,346.0,0.5923666666666666,1231.0,358.0,0.6396333333333333,62011475.72,4816.76,12874.105357128026,Unified,0.7417582417582418,43.06868131868132,4.983516483516484,12.848901098901099,9.145604395604396,364,7772.0,4770.0,0.6137416366443644,21.35164835164835,401.6666666666667,48.0,27.5,28.0,26.0,26.0,62.5,0.8868
San Jacinto Unified,504.0,287.0,0.5678666666666667,134.0,0.2659,1642.0,176.0,0.1811,123520040.12,9605.69,12859.049180225471,Unified,0.7386196769456681,41.33186490455213,5.688693098384729,11.234948604992658,7.976505139500734,681,13195.0,10556.0,0.8,19.375917767988252,388.5,17.0,19.0,19.0,18.0,18.0,7.5,0.2343
San Jose Unified,1296.0,1013.0,0.7353125,769.0,0.5424875,5146.0,2076.0,0.33968000000000004,348554444.47,28193.81,12362.800361852478,Unified,0.7494252873563219,42.522413793103446,4.253448275862069,12.504022988505747,10.23448275862069,1740,33210.0,15532.0,0.4676904546823246,19.086206896551722,513.6,88.6,24.285714285714285,23.571428571428573,23.428571428571427,23.571428571428573,90.0,0.6514142857142857
San Juan Unified,1876.0,1526.0,0.7522666666666668,1089.0,0.478725,8192.0,1423.0,0.5797249999999999,475626254.48,37400.58,12717.082314766241,Unified,0.7440414507772021,44.98307426597582,4.557512953367875,13.190673575129534,12.94818652849741,2895,58012.0,33147.0,0.5713817830793629,20.038687392055266,584.3333333333334,60.8,22.8,21.9,22.3,21.9,58.1,0.58721
San Leandro Unified,386.0,276.0,0.715,166.0,0.4301,1294.0,244.0,0.2664,106671109.38,8472.52,12590.245804081902,Unified,0.7069306930693069,45.08514851485148,5.01980198019802,12.633663366336634,9.336633663366337,505,9469.0,6140.0,0.6484317245749287,18.750495049504952,708.0,78.0,22.0,21.0,21.0,22.0,44.0,0.5640999999999999
San Lorenzo Unified,728.0,488.0,0.64564,340.0,0.42102000000000006,1947.0,475.0,0.6573,129723029.06,9643.82,13451.415420445426,Unified,0.7254601226993865,44.2760736196319,3.957055214723926,12.927914110429448,10.54601226993865,652,11964.0,8194.0,0.6848879973253093,18.349693251533743,420.8,75.6,20.75,20.75,21.5,20.75,45.75,0.4747
